id,value
rel.org.org-per.officeholder.commander
rel.org.org-per.officeholder.commander.notableCommander
rel.org.org-per.officeholder.commander.secondCommander
rel.org.org-per.officeholder.dean
rel.org.org-per.officeholder.president
rel.org.org-per.officeholder.secretaryGeneral
rel.org.org-per.officeholder.viceChancellor
rel.org.org-per.owner
rel.org.org-per.participant
rel.org.org-per.patron
rel.org.org-per.patron.schoolPatron
rel.org.org-per.patron.patronSaint
rel.org.org-per.people
rel.org.org-per.people.keyPeople
rel.org.org-per.performer
rel.org.org-per.rector
rel.org.org-per.signatory
rel.org.org-per.sponsor
rel.org.org-per.student
rel.per
rel.per.per-loc
rel.per.per-loc.ancestralHome
rel.per.per-loc.archivesAt
rel.per.per-loc.awardedAt
rel.per.per-loc.battleFoughtAt
rel.per.per-loc.beatifiedPlace
rel.per.per-loc.billedFrom
rel.per.per-loc.bodyDiscoveredPlcae
rel.per.per-loc.canonizedPlace
rel.per.per-loc.country
rel.per.per-loc.country.countryForSport
rel.per.per-loc.country.countryOfCitizenship
rel.per.per-loc.country.countryOfOrigin
rel.per.per-loc.country.nationality
rel.per.per-loc.district
rel.per.per-loc.district.electoralDistrict
rel.per.per-loc.exhibitionHistory
rel.per.per-loc.hometown
rel.per.per-loc.honouredAt
rel.per.per-loc.locatedAt
rel.per.per-loc.majorShrine
rel.per.per-loc.missionAt
rel.per.per-loc.notableWork
rel.per.per-loc.officeholder
rel.per.per-loc.officeholder.commanderOf
rel.per.per-loc.ownerOf
rel.per.per-loc.permanentResidentOf
rel.per.per-loc.placeOfBirth
rel.per.per-loc.placeOfBurial
rel.per.per-loc.placeOfDeath
rel.per.per-loc.placeOfDetention
rel.per.per-loc.region
rel.per.per-loc.residence
rel.per.per-loc.restingPlace
rel.per.per-loc.significantBuilding
rel.per.per-loc.significantProject
rel.per.per-loc.state
rel.per.per-loc.state.stateOfOrigin
rel.per.per-loc.workLocation
rel.per.per-org
rel.per.per-org.affiliation
rel.per.per-org.agency
rel.per.per-org.allegiance
rel.per.per-org.almaMater
rel.per.per-org.archivesAt
rel.per.per-org.associatedWith
rel.per.per-org.associatedWith.band
rel.per.per-org.associatedWith.institution
rel.per.per-org.associatedWith.institution.professorshipAt
rel.per.per-org.associatedWith.league
rel.per.per-org.associatedWith.league.prospectLeague
rel.per.per-org.awardedBy
rel.per.per-org.battleFaughtUnder
rel.per.per-org.boardMemberOf
rel.per.per-org.chairpersonOf
rel.per.per-org.chiefExecutiveOfficerOf
rel.per.per-org.club
rel.per.per-org.club.managerOfClub
rel.per.per-org.coachOf
rel.per.per-org.coachOf.formerCoachOf
rel.per.per-org.coachOf.headCoachOf
rel.per.per-org.directorOf
rel.per.per-org.draftedBy
rel.per.per-org.educatedAt
rel.per.per-org.educatedAt.college
rel.per.per-org.educatedAt.highSchool
rel.per.per-org.educatedAt.highSchool.formerHighSchool
rel.per.per-org.educatedAt.school
rel.per.per-org.educatedAt.university
rel.per.per-org.employer
rel.per.per-org.family
rel.per.per-org.founderOf
rel.per.per-org.isPartOf
rel.per.per-org.managerOf
rel.per.per-org.memberOf
rel.per.per-org.memberOf.currentMemberOf
rel.per.per-org.memberOf.memberOfMovement
rel.per.per-org.memberOf.memberOfPoliticalParty
rel.per.per-org.memberOf.memberOfParliament
rel.per.per-org.militaryBranch
rel.per.per-org.militaryUnit
rel.per.per-org.officeholder
rel.per.per-org.officeholder.commanderOf
rel.per.per-org.ownerOf
rel.per.per-org.participantOf
rel.per.per-org.positionHeldAt
rel.per.per-org.recordLabel
rel.per.per-org.religion
rel.per.per-org.religion.religiousOrder
rel.per.per-org.sponsoredBy
rel.per.per-org.team
rel.per.per-org.team.coachedTeam
rel.per.per-org.team.debutTeam
rel.per.per-org.team.draftTeam
rel.per.per-org.team.formerTeam
rel.per.per-org.team.nationalTeam
rel.per.per-org.team.prospectTeam
rel.per.per-org.team.sportsTeam
rel.per.per-org.trainedAt
rel.per.per-per
rel.per.per-per.advisor
rel.per.per-per.advisor.academicAdvisor
rel.per.per-per.advisor.doctoralAdvisor
rel.per.per-per.appointedBy
rel.per.per-per.associatedWith
rel.per.per-per.associatedWith.associate
rel.per.per-per.associatedWith.associatedMusicalArtist
rel.per.per-per.awardedBy
rel.per.per-per.beatifiedBy
rel.per.per-per.canonizedBy
rel.per.per-per.choreographer
rel.per.per-per.choreographer.formerChoreographer
rel.per.per-per.coachOf
rel.per.per-per.coachOf.headCoachOf
rel.per.per-per.coachOf.formerCoachOf
rel.per.per-per.consecrator
rel.per.per-per.employer
rel.per.per-per.relative
rel.per.per-per.relative.child
rel.per.per-per.relative.parent
rel.per.per-per.relative.parent.father
rel.per.per-per.relative.parent.mother
rel.per.per-per.relative.parent.stepParent
rel.per.per-per.relative.sibling
rel.per.per-per.relative.spouse
rel.per.per-per.influenced
rel.per.per-per.influencedBy
rel.per.per-per.inspiredBy
rel.per.per-per.namedAfter
rel.per.per-per.officeholder
rel.per.per-per.officeholder.deputy
rel.per.per-per.officeholder.inOfficeChancellor
rel.per.per-per.officeholder.inOfficeGovernor
rel.per.per-per.officeholder.inOfficeGovernorGeneral
rel.per.per-per.officeholder.inOfficeLieutenant
rel.per.per-per.officeholder.inOfficeMonarch
rel.per.per-per.officeholder.inOfficePresident
rel.per.per-per.officeholder.inOfficePrimeMinister
rel.per.per-per.officeholder.inOfficeVicePresident
rel.per.per-per.officeholder.inOfficeVicePrimeMinister
rel.per.per-per.opponent
rel.per.per-per.partner
rel.per.per-per.partner.currentPartner
rel.per.per-per.partner.formerPartner
rel.per.per-per.partner.professionalPartner
rel.per.per-per.partner.sportsPartner
rel.per.per-per.predecessor
rel.per.per-per.replacedBy
rel.per.per-per.replaces
rel.per.per-per.sponsoredBy
rel.per.per-per.student
rel.per.per-per.student.doctoralStudent
rel.per.per-per.student.notableStudent
rel.per.per-per.studentOf
rel.per.per-per.successor
rel.per.per-per.trainer
