id,val
rel
rel.loc
rel.loc.loc-loc
rel.loc.loc-loc.adjacentBuilding
rel.loc.loc-loc.administrativeDivision
rel.loc.loc-loc.administrativeDivision.area
rel.loc.loc-loc.administrativeDivision.area.lieutenancyArea
rel.loc.loc-loc.administrativeDivision.area.principalArea
rel.loc.loc-loc.administrativeDivision.canton
rel.loc.loc-loc.administrativeDivision.county
rel.loc.loc-loc.administrativeDivision.county.ceremonialCounty
rel.loc.loc-loc.administrativeDivision.department
rel.loc.loc-loc.administrativeDivision.department.arrondissement
rel.loc.loc-loc.administrativeDivision.diocese
rel.loc.loc-loc.administrativeDivision.district
rel.loc.loc-loc.administrativeDivision.district.administrativeDistrict
rel.loc.loc-loc.administrativeDivision.district.electoralDistrict
rel.loc.loc-loc.administrativeDivision.frazioni
rel.loc.loc-loc.administrativeDivision.metropolitanBorough
rel.loc.loc-loc.appliesToJurisdiction
rel.loc.loc-loc.archipelago
rel.loc.loc-loc.capitalOf
rel.loc.loc-loc.carries
rel.loc.loc-loc.childAstronomicalBody
rel.loc.loc-loc.city
rel.loc.loc-loc.city.capitalCity
rel.loc.loc-loc.city.capitalCity.countryCapital
rel.loc.loc-loc.city.largestCity
rel.loc.loc-loc.city.nearestCity
rel.loc.loc-loc.city.twinTown
rel.loc.loc-loc.coextensiveWith
rel.loc.loc-loc.connectingLine
rel.loc.loc-loc.connectingService
rel.loc.loc-loc.connectsWith
rel.loc.loc-loc.constellation
rel.loc.loc-loc.contains
rel.loc.loc-loc.contains.containsAdministrativeUnit
rel.loc.loc-loc.contains.containsSettlement
rel.loc.loc-loc.continent
rel.loc.loc-loc.country
rel.loc.loc-loc.country.basinCountry
rel.loc.loc-loc.country.countryOfOrigin
rel.loc.loc-loc.country.twinCountry
rel.loc.loc-loc.crosses
rel.loc.loc-loc.cultureOf
rel.loc.loc-loc.deepestPoint
rel.loc.loc-loc.diplomaticRelation
rel.loc.loc-loc.drainageBasin
rel.loc.loc-loc.exclaveOf
rel.loc.loc-loc.hasJunctionWith
rel.loc.loc-loc.hasPart
rel.loc.loc-loc.highestPlace
rel.loc.loc-loc.island
rel.loc.loc-loc.island.majorIsland
rel.loc.loc-loc.isPartOf
rel.loc.loc-loc.lake
rel.loc.loc-loc.lakeInflow
rel.loc.loc-loc.lakeOutflow
rel.loc.loc-loc.locatedAt
rel.loc.loc-loc.locatedInAdministrativeUnit
rel.loc.loc-loc.locatedInArea
rel.loc.loc-loc.locatedInArea.locatedInProtectedArea
rel.loc.loc-loc.locatedNearbodyOfWater
rel.loc.loc-loc.locatedOnAstronomicalBody
rel.loc.loc-loc.locatedOnStreet
rel.loc.loc-loc.locatedOnTerrainFeature
rel.loc.loc-loc.lowestPlace
rel.loc.loc-loc.minorPlanetGroup
rel.loc.loc-loc.mountain
rel.loc.loc-loc.mountain.lowestMountain
rel.loc.loc-loc.mountain.mountainRange
rel.loc.loc-loc.mountain.parentMountainPeak
rel.loc.loc-loc.mouthOfWatercourse
rel.loc.loc-loc.mouthOfWatercourse.mouthCountry
rel.loc.loc-loc.mouthOfWatercourse.mouthPlace
rel.loc.loc-loc.mouthOfWatercourse.mouthRegion
rel.loc.loc-loc.mouthOfWatercourse.riverMouth
rel.loc.loc-loc.municipality
rel.loc.loc-loc.municipality.municipalAssociations
rel.loc.loc-loc.municipality.neighboringMunicipality
rel.loc.loc-loc.namedAfter
rel.loc.loc-loc.ocean
rel.loc.loc-loc.parentAstronomicalBody
rel.loc.loc-loc.partiallyCoincidentWith
rel.loc.loc-loc.placeServedByTransportHub
rel.loc.loc-loc.placeServedByTransportHub.cityServed
rel.loc.loc-loc.primaryDestinations
rel.loc.loc-loc.province
rel.loc.loc-loc.region
rel.loc.loc-loc.region.subregion
rel.loc.loc-loc.replacedBy
rel.loc.loc-loc.replaces
rel.loc.loc-loc.river
rel.loc.loc-loc.routeLocation
rel.loc.loc-loc.routeLocation.routeEnd
rel.loc.loc-loc.routeLocation.routeJunction
rel.loc.loc-loc.routeLocation.routeStart
rel.loc.loc-loc.separatedFrom
rel.loc.loc-loc.sharesBorderWith
rel.loc.loc-loc.siteOfAstronomicalDiscovery
rel.loc.loc-loc.sourceOfWatercourse
rel.loc.loc-loc.sourceOfWatercourse.sourceCountry
rel.loc.loc-loc.sourceOfWatercourse.sourceMountain
rel.loc.loc-loc.sourceOfWatercourse.sourcePlace
rel.loc.loc-loc.sourceOfWatercourse.sourceRegion
rel.loc.loc-loc.startPoint
rel.loc.loc-loc.state
rel.loc.loc-loc.state.federalState
rel.loc.loc-loc.station
rel.loc.loc-loc.station.adjacentStation
rel.loc.loc-loc.station.interchangeStation
rel.loc.loc-loc.terminus
rel.loc.loc-loc.territory
rel.loc.loc-loc.tributary
rel.loc.loc-loc.tributary.leftTributary
rel.loc.loc-loc.tributary.rightTributary
rel.loc.loc-org
rel.loc.loc-org.administrator
rel.loc.loc-org.airlineHub
rel.loc.loc-org.appliesToJurisdiction
rel.loc.loc-org.architect
rel.loc.loc-org.builder
rel.loc.loc-org.club
rel.loc.loc-org.club.homeClub
rel.loc.loc-org.contractor
rel.loc.loc-org.designer
rel.loc.loc-org.developer
rel.loc.loc-org.discoverer
rel.loc.loc-org.engineer
rel.loc.loc-org.engineer.civilEngineer
rel.loc.loc-org.engineer.servicesEngineer
rel.loc.loc-org.engineer.structuralEngineer
rel.loc.loc-org.executiveBody
rel.loc.loc-org.founder
rel.loc.loc-org.governingBody
rel.loc.loc-org.landlord
rel.loc.loc-org.leaderParty
rel.loc.loc-org.legislativeBody
rel.loc.loc-org.legislativeBody.house1
rel.loc.loc-org.legislativeBody.house2
rel.loc.loc-org.legislativeBody.lowerHouse
rel.loc.loc-org.legislativeBody.upperHouse
rel.loc.loc-org.maintainedBy
rel.loc.loc-org.managedBy
rel.loc.loc-org.namedAfter
rel.loc.loc-org.occupant
rel.loc.loc-org.operator
rel.loc.loc-org.operator.busOperator
rel.loc.loc-org.operator.trainOperator
rel.loc.loc-org.owner
rel.loc.loc-org.owner.currentOwner
rel.loc.loc-org.owner.previousOwner
rel.loc.loc-org.siteOfAstronomicalDiscovery
rel.loc.loc-org.surveyor
rel.loc.loc-org.surveyor.quantitySurveyor
rel.loc.loc-org.tenant
rel.loc.loc-per
rel.loc.loc-per.archaeologist
rel.loc.loc-per.architect
rel.loc.loc-per.bishop
rel.loc.loc-per.bishop.archBishop
rel.loc.loc-per.builder
rel.loc.loc-per.chairperson
rel.loc.loc-per.chef
rel.loc.loc-per.chef.headChef
rel.loc.loc-per.creator
rel.loc.loc-per.curator
rel.loc.loc-per.dedicatedTo
rel.loc.loc-per.designer
rel.loc.loc-per.discoverer
rel.loc.loc-per.engineer
rel.loc.loc-per.engineer.civilEngineer
rel.loc.loc-per.engineer.servicesEngineer
rel.loc.loc-per.engineer.structuralEngineer
rel.loc.loc-per.firstAscentPerson
rel.loc.loc-per.founder
rel.loc.loc-per.fundedBy
rel.loc.loc-per.historian
rel.loc.loc-per.landlord
rel.loc.loc-per.leader
rel.loc.loc-per.manager
rel.loc.loc-per.manager.generalManager
rel.loc.loc-per.namedAfter
rel.loc.loc-per.occupant
rel.loc.loc-per.officeholder
rel.loc.loc-per.officeholder.commander
rel.loc.loc-per.officeholder.commissionedBy
rel.loc.loc-per.officeholder.deputy
rel.loc.loc-per.officeholder.governor
rel.loc.loc-per.officeholder.headOfGovernment
rel.loc.loc-per.officeholder.headOfState
rel.loc.loc-per.officeholder.mayor
rel.loc.loc-per.officeholder.president
rel.loc.loc-per.owner
rel.loc.loc-per.owner.currentOwner
rel.loc.loc-per.owner.previousOwner
rel.loc.loc-per.pastor
rel.loc.loc-per.pastor.seniorPastor
rel.loc.loc-per.patron
rel.loc.loc-per.patron.patronSaint
rel.loc.loc-per.people
rel.loc.loc-per.people.keyPeople
rel.loc.loc-per.representative
rel.loc.loc-per.restoredBy
rel.loc.loc-per.saint
rel.loc.loc-per.surveyor
rel.loc.loc-per.surveyor.quantitySurveyor
rel.loc.loc-per.tenant
rel.loc.loc-per.warden
rel.org
rel.org.org-loc
rel.org.org-loc.airlineHub
rel.org.org-loc.allegiance
rel.org.org-loc.ancestralHome
rel.org.org-loc.appliesToJurisdiction
rel.org.org-loc.battleFoughtAt
rel.org.org-loc.broadcastArea
rel.org.org-loc.campusLocation
rel.org.org-loc.cathedral
rel.org.org-loc.city
rel.org.org-loc.country
rel.org.org-loc.country.countryOfOrigin
rel.org.org-loc.administrativeDivision
rel.org.org-loc.administrativeDivision.county
rel.org.org-loc.estate
rel.org.org-loc.foundingLocation
rel.org.org-loc.garrison
rel.org.org-loc.ground
rel.org.org-loc.ground.homeArena
rel.org.org-loc.ground.homeVenue
rel.org.org-loc.ground.homeStadium
rel.org.org-loc.headquarter
rel.org.org-loc.headquarter.headquartersCity
rel.org.org-loc.headquarter.headquartersCountry
rel.org.org-loc.headquarter.headquartersLocation
rel.org.org-loc.jurisdiction
rel.org.org-loc.localAuthority
rel.org.org-loc.locality
rel.org.org-loc.locatedAt
rel.org.org-loc.namedAfter
rel.org.org-loc.operatingArea
rel.org.org-loc.origin
rel.org.org-loc.ownerOf
rel.org.org-loc.province
rel.org.org-loc.publishingLocation
rel.org.org-loc.publishingLocation.publishingCity
rel.org.org-loc.publishingLocation.publishingCountry
rel.org.org-loc.region
rel.org.org-loc.regionServed
rel.org.org-loc.state
rel.org.org-loc.street
rel.org.org-loc.targetAirport
rel.org.org-loc.workLocation
rel.org.org-org
rel.org.org-org.affiliation
rel.org.org-org.affiliation.athleticsAffiliation
rel.org.org-org.affiliation.europeanAffiliation
rel.org.org-org.affiliation.internationalAffiliation
rel.org.org-org.affiliation.nationalAffiliation
rel.org.org-org.agency
rel.org.org-org.agency.childAgency
rel.org.org-org.agency.operatingAgency
rel.org.org-org.agency.parentAgency
rel.org.org-org.alliance
rel.org.org-org.alliance.airlineAlliance
rel.org.org-org.allies
rel.org.org-org.allegiance
rel.org.org-org.archivesAt
rel.org.org-org.associatedWith
rel.org.org-org.associatedWith.band
rel.org.org-org.associatedWith.family
rel.org.org-org.associatedWith.federation
rel.org.org-org.associatedWith.league
rel.org.org-org.associatedWith.stockExchange
rel.org.org-org.associatedWith.union
rel.org.org-org.associatedWith.university
rel.org.org-org.authority
rel.org.org-org.broadcastNetwork
rel.org.org-org.broadcastNetwork.formerBroadcastNetwork
rel.org.org-org.businessDivision
rel.org.org-org.club
